;nfl_id;player_name;team_name;player_display_name;team;player_id
735;52665;Malcolm Roach;NO;Malcolm Roach;NO;00-0035763
11;54653;Malcolm Rodriguez;DET;Malcolm Rodriguez;DET;00-0037289
469;43356;Maliek Collins;HOU;Maliek Collins;HOU;00-0033131
65;52506;Malik Harrison;BAL;Malik Harrison;BAL;00-0036280
499;53887;Malik Herring;KC;Malik Herring;KC;00-0036682
339;44827;Malik Hooker;DAL;Malik Hooker;DAL;00-0033877
678;48089;Malik Reed;LV;Malik Reed;LV;00-0034954
199;53565;Marco Wilson;ARI;Marco Wilson;ARI;00-0036884
812;53565;Marco Wilson;NE;Marco Wilson;NE;00-0036884
571;46083;Marcus Davenport;MIN;Marcus Davenport;MIN;00-0034344
252;47974;Marcus Epps;LV;Marcus Epps;LV;00-0034993
301;54550;Marcus Jones;NE;Marcus Jones;NE;00-0037253
146;44851;Marcus Maye;NO;Marcus Maye;NO;00-0033892
253;42361;Marcus Peters;LV;Marcus Peters;LV;00-0032165
56;44854;Marcus Williams;BAL;Marcus Williams;BAL;00-0033894
383;54814;Mario Goodrich;PHI;Mario Goodrich;PHI;00-0037136
500;54690;Mark Robinson;PIT;Mark Robinson;PIT;00-0037316
693;56670;Markees Watts;TB;Markees Watts;TB;00-0038958
340;55149;Markquese Bell;DAL;Markquese Bell;DAL;00-0037561
527;52623;Markus Bailey;CIN;Markus Bailey;CIN;00-0036314
188;42401;Markus Golden;PIT;Markus Golden;PIT;00-0032127
562;44828;Marlon Humphrey;BAL;Marlon Humphrey;BAL;00-0033281
682;46205;Marquis Haynes;CAR;Marquis Haynes;CAR;00-0034382
147;44823;Marshon Lattimore;NO;Marshon Lattimore;NO;00-0033874
293;55941;Marte Mapu;NE;Marte Mapu;NE;00-0039054
76;54533;Martin Emerson;CLE;Martin Emerson;CLE;00-0037250
371;44976;Matt Milano;BUF;Matt Milano;BUF;00-0033571
665;46290;Matthew Adams;CLE;Matthew Adams;CLE;00-0034424
308;43435;Matthew Judon;NE;;;00-0032415
584;43616;Matthias Farley;CAR;Matthias Farley;CAR;00-0032496
648;46209;Maurice Hurst;CLE;Maurice Hurst;CLE;00-0034746
789;47889;Maxx Crosby;LV;Maxx Crosby;LV;00-0034973
132;55967;Mekhi Blackmon;MIN;Mekhi Blackmon;MIN;00-0038565
599;56237;Mekhi Garner;PHI;;;
793;38548;Melvin Ingram;MIA;Melvin Ingram;MIA;00-0029249
661;48206;Micah Abernathy;ATL;Micah Abernathy;ATL;00-0035098
372;40107;Micah Hyde;BUF;Micah Hyde;BUF;00-0030090
347;54611;Micah McFadden;NYG;Micah McFadden;NYG;00-0037259
602;53441;Micah Parsons;DAL;Micah Parsons;DAL;00-0036932
368;53583;Michael Carter II;NYJ;;;00-0036501
21;52585;Michael Danna;KC;Michael Danna;KC;00-0036378
270;45571;Michael Davis;LAC;Michael Davis;LAC;00-0033697
317;52835;Michael Hoecht;LA;Michael Hoecht;LA;00-0035933
57;43694;Michael Pierce;BAL;Michael Pierce;BAL;00-0032574
781;54582;Micheal Clemons;NYJ;Micheal Clemons;NYJ;00-0038107
165;55081;Mike Brown;TEN;Mike Brown;TEN;00-0037493
14;47882;Mike Edwards;KC;Mike Edwards;KC;00-0035681
666;46823;Mike Ford;CLE;Mike Ford;CLE;00-0034639
84;43641;Mike Hilton;CIN;Mike Hilton;CIN;00-0032521
387;46099;Mike Hughes;ATL;Mike Hughes;ATL;00-0034843
331;47941;Mike Jackson;SEA;;;00-0035277
804;41595;Mike Pennel;KC;Mike Pennel;KC;00-0030757
634;43400;Miles Killebrew;PIT;Miles Killebrew;PIT;00-0032399
180;46080;Minkah Fitzpatrick;PIT;Minkah Fitzpatrick;PIT;00-0034789
779;56401;Mohamoud Diabate;CLE;Mohamoud Diabate;CLE;00-0038711
582;54687;Montaric Brown;JAX;Montaric Brown;JAX;00-0037313
440;47809;Montez Sweat;WAS;Montez Sweat;WAS;00-0035647
644;53521;Monty Rice;TEN;Monty Rice;TEN;00-0037000
703;52527;Mykal Walker;PIT;Mykal Walker;PIT;00-0036300
292;52991;Myles Bryant;NE;Myles Bryant;NE;00-0036087
94;44813;Myles Garrett;CLE;Myles Garrett;CLE;00-0033868
774;43325;Myles Jack;PIT;Myles Jack;PIT;00-0032968
397;55892;Myles Murphy;CIN;Myles Murphy;CIN;00-0038546
696;53528;Nahshon Wright;DAL;Nahshon Wright;DAL;00-0036986
752;56531;NaJee Thompson;MIN;NaJee Thompson;MIN;00-0038811
298;54548;Nakobe Dean;PHI;Nakobe Dean;PHI;00-0037615
254;53596;Nate Hobbs;LV;Nate Hobbs;LV;00-0036871
385;55175;Nate Landman;ATL;Nate Landman;ATL;00-0037587
164;46141;Nathan Shepherd;NO;Nathan Shepherd;NO;00-0034760
560;55132;Nephi Sewell;NO;Nephi Sewell;NO;00-0037544
817;56115;Nic Jones;KC;Nic Jones;KC;00-0038986
381;45345;Nicholas Morrow;PHI;Nicholas Morrow;PHI;00-0033445
647;37792;Nick Bellore;SEA;Nick Bellore;SEA;00-0028292
3;53487;Nick Bolton;KC;Nick Bolton;KC;00-0036621
409;54561;Nick Cross;IND;Nick Cross;IND;00-0037616
747;56026;Nick Hampton;LA;Nick Hampton;LA;00-0039076
189;55997;Nick Herbig;PIT;Nick Herbig;PIT;00-0038577
355;53854;Nick McCloud;NYG;Nick McCloud;NYG;00-0036589
422;53614;Nick Niemann;LAC;Nick Niemann;LAC;00-0036648
85;48026;Nick Scott;CIN;Nick Scott;CIN;00-0035669
801;56561;Nick Whiteside;WAS;;;
259;54529;Nik Bonitto;DEN;Nik Bonitto;DEN;00-0037249
632;48476;Nik Needham;MIA;Nik Needham;MIA;00-0035346
454;52479;Nnamdi Madubuike;BAL;Nnamdi Madubuike;BAL;00-0036130
360;52438;Noah Igbinoghene;DAL;;;00-0036287
671;56013;Noah Sewell;CHI;Noah Sewell;CHI;00-0038390
302;55894;Nolan Smith;PHI;Nolan Smith;PHI;00-0039013
716;56054;Ochaun Mathis;LA;Ochaun Mathis;LA;00-0039135
66;53460;Odafe Oweh;BAL;Odafe Oweh;BAL;00-0036940
448;46229;Ogbo Okoronkwo;CLE;;;00-0034807
186;46157;Oren Burks;SF;Oren Burks;SF;00-0034754
430;47878;Oshane Ximines;NYG;Oshane Ximines;NYG;00-0035708
782;56573;Otis Reese;TEN;Otis Reese;TEN;00-0038853
729;56033;Owen Pappoe;ARI;Owen Pappoe;ARI;00-0038600
569;48447;P.J. Locke;DEN;P.J. Locke;DEN;00-0035227
473;46248;Parry Nickerson;MIA;Parry Nickerson;MIA;00-0034274
248;53438;Pat Surtain II;DEN;;;00-0036874
133;53519;Patrick Jones II;MIN;;;00-0037007
181;37078;Patrick Peterson;PIT;Patrick Peterson;PIT;00-0027943
58;52436;Patrick Queen;BAL;Patrick Queen;BAL;00-0036323
148;53505;Paulson Adebo;NO;Paulson Adebo;NO;00-0036937
209;54578;Percy Butler;WAS;Percy Butler;WAS;00-0038100
149;53489;Pete Werner;NO;Pete Werner;NO;00-0036927
794;46487;Poona Ford;BUF;Poona Ford;BUF;00-0034234
219;42381;Preston Smith;GB;Preston Smith;GB;00-0031935
579;55912;Quan Martin;WAS;Quan Martin;WAS;00-0039149
326;42543;Quandre Diggs;SEA;Quandre Diggs;SEA;00-0031608
220;54487;Quay Walker;GB;Quay Walker;GB;00-0037074
335;54676;Quentin Lake;LA;Quentin Lake;LA;00-0037841
364;47881;Quincy Williams;NYJ;Quincy Williams;NYJ;00-0035680
417;56141;Quindell Johnson;CHI;Quindell Johnson;CHI;00-0038368
681;47786;Quinnen Williams;NYJ;Quinnen Williams;NYJ;00-0035718
377;43436;Quinton Jefferson;NYJ;Quinton Jefferson;NYJ;00-0032416
785;55110;Qwuantrezz Knight;ARI;;;
485;55054;Raheem Layne;LAC;Raheem Layne;LAC;00-0037468
677;42560;Rakeem Nunez-Roches;NYG;Rakeem Nunez-Roches;NYG;00-0031957
474;42403;Randy Gregory;DEN;Randy Gregory;DEN;00-0032197
753;42403;Randy Gregory;SF;Randy Gregory;SF;00-0032197
628;46091;Rashaan Evans;DAL;Rashaan Evans;DAL;00-0034743
426;53564;Rashad Weaver;TEN;Rashad Weaver;TEN;00-0036938
629;47795;Rashan Gary;GB;Rashan Gary;GB;00-0034967
542;46148;Rasheem Green;CHI;Rasheem Green;CHI;00-0034831
221;44911;Rasul Douglas;GB;Rasul Douglas;GB;00-0033551
680;44911;Rasul Douglas;BUF;Rasul Douglas;BUF;00-0033551
102;44926;Rayshawn Jenkins;JAX;Rayshawn Jenkins;JAX;00-0033941
299;54808;Reed Blankenship;PHI;Reed Blankenship;PHI;00-0037130
31;53469;Richie Grant;ATL;Richie Grant;ATL;00-0036961
719;55948;Riley Moss;DEN;Riley Moss;DEN;00-0038552
327;54618;Riq Woolen;SEA;;;00-0037079
255;46902;Robert Spillane;LV;Robert Spillane;LV;00-0034720
71;47817;Rock Ya-Sin;BAL;Rock Ya-Sin;BAL;00-0035637
261;48581;Roderic Teamer;LV;Roderic Teamer;LV;00-0035437
77;38843;Rodney McLeod;CLE;Rodney McLeod;CLE;00-0028899
109;54704;Rodney Thomas;IND;Rodney Thomas;IND;00-0037323
160;54500;Roger McCreary;TEN;Roger McCreary;TEN;00-0038125
505;43775;Romeo Okwara;DET;Romeo Okwara;DET;00-0032655
59;42393;Ronald Darby;BAL;Ronald Darby;BAL;00-0032195
727;46162;Ronnie Harrison;IND;;;00-0034779
78;56405;Ronnie Hickman Jr.;CLE;;;00-0038715
570;53525;Ronnie Perkins;DEN;Ronnie Perkins;DEN;00-0036978
63;46077;Roquan Smith;BAL;Roquan Smith;BAL;00-0034874
640;43787;Roy Robertson-Harris;JAX;Roy Robertson-Harris;JAX;00-0032667
222;45021;Rudy Ford;GB;Rudy Ford;GB;00-0033792
318;54718;Russ Yeast;LA;Russ Yeast;LA;00-0037844
125;46711;Ryan Neal;TB;Ryan Neal;TB;00-0034527
436;44174;Sam Eguavoen;NYJ;Sam Eguavoen;NYJ;00-0034902
492;52939;Sam Franklin Jr.;CAR;;;00-0036037
398;46146;Sam Hubbard;CIN;Sam Hubbard;CIN;00-0034834
778;53910;Sam Kamara;CLE;Sam Kamara;CLE;00-0036705
556;55104;Sam Webb;CAR;;;00-0037516
725;54521;Sam Williams;DAL;Sam Williams;DAL;00-0037665
410;44938;Samson Ebukam;IND;Samson Ebukam;IND;00-0033945
191;54637;Samuel Womack;SF;Samuel Womack;SF;00-0037830
365;54469;Sauce Gardner;NYJ;;;00-0037190
814;46680;Sean Chandler;WAS;Sean Chandler;WAS;00-0034496
158;47822;Sean Murphy-Bunting;TEN;Sean Murphy-Bunting;TEN;00-0035239
486;46264;Sebastian Joseph-Day;LAC;;;00-0034810
521;55115;Segun Olubi;IND;Segun Olubi;IND;00-0037527
679;43308;Shaq Lawson;BUF;Shaq Lawson;BUF;00-0033096
37;42368;Shaq Thompson;CAR;Shaq Thompson;CAR;00-0031550
134;41915;Shaquil Barrett;TB;Shaquil Barrett;TB;00-0031101
61;44902;Shaquill Griffin;HOU;Shaquill Griffin;HOU;00-0033926
775;44902;Shaquill Griffin;CAR;Shaquill Griffin;CAR;00-0033926
110;46105;Shaquille Leonard;IND;Shaquille Leonard;IND;00-0034846
756;46105;Shaquille Leonard;PHI;Shaquille Leonard;PHI;00-0034846
510;52548;Shaquille Quarterman;JAX;;;00-0036235
442;53589;Shaun Wade;NE;Shaun Wade;NE;00-0036559
97;41464;Shelby Harris;CLE;Shelby Harris;CLE;00-0031270
760;43392;Sheldon Day;MIN;Sheldon Day;MIN;00-0033010
519;43301;Sheldon Rankins;HOU;Sheldon Rankins;HOU;00-0032759
689;53607;Shemar Jean-Charles;SF;Shemar Jean-Charles;SF;00-0036645
807;53607;Shemar Jean-Charles;NO;;;00-0036645
526;53049;Shyheim Carter;TEN;Shyheim Carter;TEN;00-0036147
771;55963;Siaki Ika;CLE;Siaki Ika;CLE;00-0038561
773;44855;Sidney Jones;CIN;Sidney Jones;CIN;00-0033543
87;47863;Sione Takitaki;CLE;Sione Takitaki;CLE;00-0035646
394;46223;Siran Neal;BUF;Siran Neal;BUF;00-0034391
711;56018;SirVocea Dennis;TB;SirVocea Dennis;TB;00-0039049
762;44815;Solomon Thomas;NYJ;Solomon Thomas;NYJ;00-0033870
593;56353;Starling Thomas V;ARI;;;00-0038663
341;38540;Stephon Gilmore;DAL;Stephon Gilmore;DAL;00-0029542
607;56345;Steven Gilmore;DET;;;
51;42441;Steven Nelson;HOU;Steven Nelson;HOU;00-0032150
382;55931;Sydney Brown;PHI;Sydney Brown;PHI;00-0039002
227;48516;T.J. Edwards;CHI;T.J. Edwards;CHI;00-0035386
187;44842;T.J. Watt;PIT;T.J. Watt;PIT;00-0033886
737;53577;Ta'Quon Graham;ATL;Ta'Quon Graham;ATL;00-0036948
386;46684;Tae Davis;ATL;;;
597;48495;Tae Hayes;NYJ;Tae Hayes;NYJ;00-0035365
173;53609;Talanoa Hufanga;SF;Talanoa Hufanga;SF;00-0036564
777;56407;Tanner McCalister;CLE;Tanner McCalister;CLE;00-0038717
749;44871;Tanoh Kpassagnon;NO;Tanoh Kpassagnon;NO;00-0033902
799;54686;Tariq Castro-Fields;WAS;Tariq Castro-Fields;WAS;00-0037833
373;46190;Taron Johnson;BUF;Taron Johnson;BUF;00-0034376
174;38868;Tashaun Gipson;SF;Tashaun Gipson;SF;00-0028924
739;46098;Taven Bryan;IND;Taven Bryan;IND;00-0034842
52;46672;Tavierre Thomas;HOU;Tavierre Thomas;HOU;00-0034488
401;55989;Tavius Robinson;BAL;Tavius Robinson;BAL;00-0038505
820;55109;Tayler Hawkins;SF;Tayler Hawkins;SF;00-0037521
395;47844;Taylor Rapp;BUF;Taylor Rapp;BUF;00-0035663
495;44865;Teez Tabor;SEA;;;00-0033545
418;56030;Terell Smith;CHI;Terell Smith;CHI;00-0038395
374;54554;Terrel Bernard;BUF;Terrel Bernard;BUF;00-0037254
708;52512;Terrell Burgess;WAS;Terrell Burgess;WAS;00-0036421
305;46097;Terrell Edmunds;PHI;Terrell Edmunds;PHI;00-0034858
642;46097;Terrell Edmunds;TEN;Terrell Edmunds;TEN;00-0034858
755;52792;Tershawn Wharton;KC;Tershawn Wharton;KC;00-0035890
638;44202;Tevaughn Campbell;JAX;;;00-0034903
380;54669;Theo Jackson;MIN;Theo Jackson;MIN;00-0037301
475;56510;Thomas Incoom;DEN;Thomas Incoom;DEN;00-0038791
700;46232;Tim Settle;BUF;Tim Settle;BUF;00-0034397
791;55032;Tomon Fox;NYG;;;00-0037447
366;54833;Tony Adams;NYJ;Tony Adams;NYJ;00-0037155
115;46724;Tony Brown;IND;Tony Brown;IND;00-0034540
514;53582;Tony Fields II;CLE;;;00-0036634
403;46151;Tracy Walker III;DET;Tracy Walker III;DET;00-0034745
455;54541;Travis Jones;BAL;Travis Jones;BAL;00-0037756
113;54466;Travon Walker;JAX;Travon Walker;JAX;00-0037235
424;55181;Tre Avery;TEN;Tre Avery;TEN;00-0037593
328;53566;Tre Brown;SEA;Tre Brown;SEA;00-0036885
32;46215;Tre Flowers;ATL;Tre Flowers;ATL;00-0034756
348;56074;Tre Hawkins III;NYG;;;00-0038403
103;46700;Tre Herndon;JAX;Tre Herndon;JAX;00-0034516
595;56047;Tre Tomlinson;LA;;;00-0039134
375;44839;Tre'Davious White;BUF;Tre'Davious White;BUF;00-0033884
256;53472;Tre'von Moehrig;LV;;;00-0036962
228;46085;Tremaine Edmunds;CHI;Tremaine Edmunds;CHI;00-0034673
803;46265;Tremon Smith;DEN;Tremon Smith;DEN;00-0034278
4;54486;Trent McDuffie;KC;Trent McDuffie;KC;00-0037191
518;55951;Trenton Simpson;BAL;Trenton Simpson;BAL;00-0038504
692;54962;Trenton Thompson;PIT;Trenton Thompson;PIT;00-0037377
694;52563;Trevis Gipson;TEN;Trevis Gipson;TEN;00-0036305
342;52459;Trevon Diggs;DAL;Trevon Diggs;DAL;00-0036361
93;44915;Trey Hendrickson;CIN;Trey Hendrickson;CIN;00-0033935
821;55047;Tristin McCollum;PHI;Tristin McCollum;PHI;00-0037461
33;54523;Troy Andersen;ATL;Troy Andersen;ATL;00-0037810
572;52540;Troy Dye;MIN;Troy Dye;MIN;00-0036338
41;42816;Troy Hill;CAR;Troy Hill;CAR;00-0031785
667;48780;Troy Reeder;LA;Troy Reeder;LA;00-0035617
285;55919;Tuli Tuipulotu;LAC;Tuli Tuipulotu;LAC;00-0039111
818;55060;Ty Shelby;LAC;Ty Shelby;LAC;00-0037474
575;52685;Tyler Hall;LV;Tyler Hall;LV;00-0035783
714;43535;Tyler Matakevich;BUF;Tyler Matakevich;BUF;00-0032366
150;40017;Tyrann Mathieu;NO;Tyrann Mathieu;NO;00-0030459
263;55871;Tyree Wilson;LV;Tyree Wilson;LV;00-0038541
786;55055;Tyreek Maddox-Williams;ARI;;;
396;48482;Tyrel Dodson;BUF;Tyrel Dodson;BUF;00-0035352
229;55921;Tyrique Stevenson;CHI;Tyrique Stevenson;CHI;00-0039071
601;56461;Tyrus Wheat;DAL;Tyrus Wheat;DAL;00-0038742
104;53462;Tyson Campbell;JAX;Tyson Campbell;JAX;00-0036974
334;46117;Uchenna Nwosu;SEA;Uchenna Nwosu;SEA;00-0034350
167;47915;Ugo Amadi;NO;;;00-0035142
213;53639;Victor Dimukeje;ARI;Victor Dimukeje;ARI;00-0036896
809;55124;Vincent Gray;CLE;Vincent Gray;CLE;00-0037536
143;46081;Vita Vea;TB;Vita Vea;TB;00-0034773
548;37075;Von Miller;BUF;Von Miller;BUF;00-0027940
38;43350;Vonn Bell;CAR;Vonn Bell;CAR;00-0032939
581;55867;Will Anderson Jr.;HOU;;;00-0039108
26;47864;Will Harris;DET;Will Harris;DET;00-0035655
726;55879;Will McDonald IV;NYJ;;;00-0039142
17;52471;Willie Gay Jr.;KC;;;00-0036362
277;43327;Xavien Howard;MIA;Xavien Howard;MIA;00-0033050
349;52444;Xavier McKinney;NYG;Xavier McKinney;NYG;00-0036388
39;45004;Xavier Woods;CAR;Xavier Woods;CAR;00-0033579
513;43358;Yannick Ngakoue;CHI;Yannick Ngakoue;CHI;00-0033123
468;56001;Yasir Abdullah;JAX;Yasir Abdullah;JAX;00-0038580
137;55947;Yaya Diaby;TB;;;00-0039068
444;52446;Yetur Gross-Matos;CAR;Yetur Gross-Matos;CAR;00-0036288
95;42465;Za'Darius Smith;CLE;Za'Darius Smith;CLE;00-0031576
651;55929;Zacch Pickens;CHI;Zacch Pickens;CHI;00-0038937
649;47848;Zach Allen;DEN;Zach Allen;DEN;00-0035248
300;44869;Zach Cunningham;PHI;Zach Cunningham;PHI;00-0033547
616;55940;Zach Harrison;ATL;Zach Harrison;ATL;00-0038980
321;55103;Zach VanValkenburg;LA;Zach VanValkenburg;LA;00-0037515
161;52482;Zack Baun;NO;Zack Baun;NO;00-0036418
111;46304;Zaire Franklin;IND;Zaire Franklin;IND;00-0034431
201;53445;Zaven Collins;ARI;Zaven Collins;ARI;00-0036933
415;54622;Zyon McCollum;TB;Zyon McCollum;TB;00-0037268